"","Date","Meantemp"
"1",2010-01-01,15.8161290322581
"2",2010-02-01,17.0642857142857
"3",2010-03-01,19.3516129032258
"4",2010-04-01,20.67
"5",2010-05-01,25.3161290322581
"6",2010-06-01,26.8966666666667
"7",2010-07-01,28.7483870967742
"8",2010-08-01,28.2967741935484
"9",2010-09-01,27.46
"10",2010-10-01,24.0548387096774
"11",2010-11-01,19.7966666666667
"12",2010-12-01,16.1612903225806
"13",2011-01-01,11.6967741935484
"14",2011-02-01,15.4892857142857
"15",2011-03-01,17.3032258064516
"16",2011-04-01,22.4233333333333
"17",2011-05-01,25.4064516129032
"18",2011-06-01,28.11
"19",2011-07-01,28.2741935483871
"20",2011-08-01,28.7774193548387
"21",2011-09-01,27.3833333333333
"22",2011-10-01,23.8096774193548
"23",2011-11-01,22.2066666666667
"24",2011-12-01,15.2032258064516
"25",2012-01-01,13.5322580645161
"26",2012-02-01,15.2655172413793
"27",2012-03-01,18.6935483870968
"28",2012-04-01,23.6066666666667
"29",2012-05-01,26.8870967741935
"30",2012-06-01,27.6733333333333
"31",2012-07-01,28.0516129032258
"32",2012-08-01,28.6206896551724
"33",2012-09-01,27.0464285714286
"34",2012-10-01,24.6387096774194
"35",2012-11-01,20.9666666666667
"36",2012-12-01,16.5354838709677
"37",2013-01-01,15.2516129032258
"38",2013-02-01,18.6392857142857
"39",2013-03-01,19.6709677419355
"40",2013-04-01,21.22
"41",2013-05-01,25.5290322580645
"42",2013-06-01,27.8433333333333
"43",2013-07-01,27.7161290322581
"44",2013-08-01,28.3464285714286
"45",2013-09-01,27.1107142857143
"46",2013-10-01,24.458064516129
"47",2013-11-01,20.4533333333333
"48",2013-12-01,13.1903225806452
"49",2014-01-01,14.7064516129032
"50",2014-02-01,14.5464285714286
"51",2014-03-01,18.5266666666667
"52",2014-04-01,22.7333333333333
"53",2014-05-01,25.8709677419355
"54",2014-06-01,28.4866666666667
"55",2014-07-01,29.1032258064516
"56",2014-08-01,28.4967741935484
"57",2014-09-01,28.06
"58",2014-10-01,25.341935483871
"59",2014-11-01,21.9
"60",2014-12-01,14.5677419354839
"61",2015-01-01,15.2
"62",2015-02-01,17.1071428571429
"63",2015-03-01,19.6129032258065
"64",2015-04-01,23.03
"65",2015-05-01,27
"66",2015-06-01,29.1466666666667
"67",2015-07-01,28.558064516129
"68",2015-08-01,28.4032258064516
"69",2015-09-01,27.68
"70",2015-10-01,24.9
"71",2015-11-01,23.06
"72",2015-12-01,17.0096774193548
"73",2016-01-01,14.8935483870968
"74",2016-02-01,14.2896551724138
"75",2016-03-01,17.2516129032258
"76",2016-04-01,23.58
"77",2016-05-01,26.4193548387097
"78",2016-06-01,28.7133333333333
"79",2016-07-01,29.19
"80",2016-08-01,28.0354838709677
"81",2016-09-01,27.4633333333333
"82",2016-10-01,25.9677419354839
"83",2016-11-01,20.7466666666667
"84",2016-12-01,18.1193548387097
"85",2017-01-01,17.6741935483871
"86",2017-02-01,16.1592592592593
"87",2017-03-01,19.0451612903226
"88",2017-04-01,22.7633333333333
"89",2017-05-01,25.6225806451613
"90",2017-06-01,28.5
"91",2017-07-01,28.4225806451613
"92",2017-08-01,28.9225806451613
"93",2017-09-01,28.3966666666667
"94",2017-10-01,25.2387096774194
"95",2017-11-01,21.2266666666667
"96",2017-12-01,16.9838709677419
"97",2018-01-01,15.041935483871
"98",2018-02-01,15.0678571428571
"99",2018-03-01,20.1096774193548
"100",2018-04-01,22.8866666666667
"101",2018-05-01,28.0290322580645
"102",2018-06-01,28.0333333333333
"103",2018-07-01,28.5193548387097
"104",2018-08-01,27.8161290322581
"105",2018-09-01,27.5366666666667
"106",2018-10-01,24.1967741935484
"107",2018-11-01,22.43
"108",2018-12-01,17.6387096774194
"109",2019-01-01,17.258064516129
"110",2019-02-01,19.8428571428571
"111",2019-03-01,20.5774193548387
"112",2019-04-01,24.43
"113",2019-05-01,25.1129032258065
"114",2019-06-01,28.1166666666667
"115",2019-07-01,28.7935483870968
"116",2019-08-01,28.8935483870968
"117",2019-09-01,27.8033333333333
"118",2019-10-01,25.3709677419355
"119",2019-11-01,21.4766666666667
"120",2019-12-01,17.9967741935484
"121",2020-01-01,17.6806451612903
"122",2020-02-01,17.8310344827586
"123",2020-03-01,20.8903225806452
"124",2020-04-01,21.3333333333333
"125",2020-05-01,27.2870967741935
"126",2020-06-01,28.7866666666667
"127",2020-07-01,29.9
"128",2020-08-01,28.2903225806452
"129",2020-09-01,27.5166666666667
"130",2020-10-01,24.941935483871
"131",2020-11-01,22.7633333333333
"132",2020-12-01,16.8677419354839
"133",2021-01-01,14.7645161290323
"134",2021-02-01,18.4964285714286
"135",2021-03-01,21.5032258064516
"136",2021-04-01,23.8233333333333
"137",2021-05-01,28.6032258064516
"138",2021-06-01,28.2466666666667
"139",2021-07-01,29.0677419354839
"140",2021-08-01,28.1870967741935
"141",2021-09-01,28.66
"142",2021-10-01,24.6838709677419
"143",2021-11-01,20.3466666666667
"144",2021-12-01,16.8774193548387
"145",2022-01-01,16.8677419354839
"146",2022-02-01,14.0071428571429
"147",2022-03-01,21.2129032258065
"148",2022-04-01,23.1533333333333
"149",2022-05-01,24.5225806451613
"150",2022-06-01,28.1366666666667
"151",2022-07-01,29.8677419354839
"152",2022-08-01,28.3645161290323
